year,month,day,station,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,WSPM,RAIN,DEWP,date
2013,3,1,Aotizhongxin,7.125,10.75,11.708333333333334,22.583333333333332,429.1666666666667,63.875,1.3916666666666666,1026.875,3.2541666666666664,0.0,-18.745833333333334,2013-03-01
2013,3,1,Changping,5.083333333333333,18.958333333333332,16.041666666666668,15.333333333333334,387.5,77.79166666666667,0.8125,1023.8583333333332,2.1333333333333333,0.0,-19.583333333333332,2013-03-01
2013,3,1,Dingling,6.375,6.291666666666667,3.0,4.375,204.16666666666666,81.95833333333333,0.8125,1023.8583333333332,2.1333333333333333,0.0,-19.583333333333332,2013-03-01
2013,3,1,Dongsi,6.416666666666667,9.875,8.25,28.083333333333332,391.6666666666667,72.25,1.325,1028.7833333333333,3.3083333333333336,0.0,-21.46666666666667,2013-03-01
2013,3,1,Guanyuan,7.541666666666667,11.666666666666666,8.5,28.5,400.0,63.166666666666664,1.3916666666666666,1026.875,3.2541666666666664,0.0,-18.745833333333334,2013-03-01
2013,3,1,Gucheng,8.625,16.875,7.291666666666667,46.541666666666664,862.5,76.08333333333333,1.6916666666666667,1024.8166666666666,2.35,0.0,-19.691666666666666,2013-03-01
2013,3,1,Huairou,7.541666666666667,12.375,15.416666666666666,10.666666666666666,329.1666666666667,78.75,0.016666666666666646,1023.7833333333333,2.9333333333333336,0.0,-21.941666666666666,2013-03-01
2013,3,1,Nongzhanguan,6.458333333333333,10.833333333333334,9.25,27.708333333333332,341.6666666666667,72.08333333333333,1.325,1028.7833333333333,3.3083333333333336,0.0,-21.46666666666667,2013-03-01
2013,3,1,Shunyi,8.083333333333334,9.333333333333334,3.0,12.666666666666666,345.8333333333333,60.791666666666664,0.5416666666666666,1029.6416666666667,3.1666666666666665,0.0,-20.6375,2013-03-01
2013,3,1,Tiantan,8.625,14.458333333333334,8.875,21.583333333333332,450.0,68.08333333333333,1.325,1028.7833333333333,3.3083333333333336,0.0,-21.46666666666667,2013-03-01
2013,3,1,Wanliu,8.0,14.291666666666666,11.416666666666666,31.666666666666668,395.8333333333333,46.708333333333336,1.3916666666666666,1026.875,3.2541666666666664,0.0,-18.745833333333334,2013-03-01
2013,3,1,Wanshouxigong,8.041666666666666,10.75,7.416666666666667,18.166666666666668,320.8333333333333,57.291666666666664,2.0625,1025.9041666666667,2.6083333333333334,0.0,-19.708333333333332,2013-03-01
2013,3,2,Aotizhongxin,30.75,42.083333333333336,36.625,66.66666666666667,824.9166666666666,29.75,0.6166666666666667,1026.8500000000001,1.4791666666666667,0.0,-15.9375,2013-03-02
2013,3,2,Changping,33.333333333333336,39.833333333333336,40.958333333333336,60.0,962.5,28.833333333333332,-0.3958333333333333,1023.7291666666666,0.9291666666666667,0.0,-16.116666666666667,2013-03-02
2013,3,2,Dingling,34.041666666666664,41.708333333333336,25.083333333333332,56.375,875.0,24.708333333333332,-0.3958333333333333,1023.7291666666666,0.9291666666666667,0.0,-16.116666666666667,2013-03-02
2013,3,2,Dongsi,30.5,40.583333333333336,28.291666666666668,58.5,966.5833333333334,37.791666666666664,0.49166666666666664,1028.8500000000001,0.7916666666666666,0.0,-16.962500000000002,2013-03-02
2013,3,2,Guanyuan,26.375,34.875,28.083333333333332,62.291666666666664,841.5833333333334,35.166666666666664,0.6166666666666667,1026.8500000000001,1.4791666666666667,0.0,-15.9375,2013-03-02
2013,3,2,Gucheng,36.916666666666664,51.375,37.291666666666664,36.458333333333336,1479.0416666666667,39.583333333333336,0.8208333333333333,1024.8999999999999,1.0875000000000001,0.0,-16.3375,2013-03-02
2013,3,2,Huairou,32.708333333333336,41.375,40.0112,49.8534875,749.9583333333334,35.00501666666667,-0.9916666666666667,1023.6875,1.575,0.0,-16.241666666666667,2013-03-02
2013,3,2,Nongzhanguan,28.75,37.708333333333336,33.083333333333336,63.291666666666664,962.4166666666666,40.166666666666664,0.49166666666666664,1028.8500000000001,0.7916666666666666,0.0,-16.962500000000002,2013-03-02
2013,3,2,Shunyi,32.625,36.791666666666664,20.208333333333332,47.583333333333336,920.8333333333334,40.416666666666664,0.08333333333333333,1029.4666666666667,1.3458333333333332,0.0,-16.275000000000002,2013-03-02
2013,3,2,Tiantan,31.708333333333332,37.041666666666664,26.458333333333332,49.458333333333336,912.5,34.041666666666664,0.49166666666666664,1028.8500000000001,0.7916666666666666,0.0,-16.962500000000002,2013-03-02
2013,3,2,Wanliu,29.083333333333332,41.625,34.25,73.70833333333333,908.3333333333334,17.666666666666668,0.6166666666666667,1026.8500000000001,1.4791666666666667,0.0,-15.9375,2013-03-02
2013,3,2,Wanshouxigong,30.916666666666668,40.958333333333336,30.958333333333332,50.333333333333336,879.1666666666666,27.833333333333332,0.6791666666666667,1026.0208333333333,1.0625,0.0,-15.475,2013-03-02
2013,3,3,Aotizhongxin,76.91666666666667,120.54166666666667,61.291666666666664,81.0,1620.625,19.125,5.566666666666666,1014.6083333333332,1.6583333333333332,0.0,-12.316666666666668,2013-03-03
2013,3,3,Changping,57.541666666666664,82.66666666666667,37.875,58.791666666666664,1254.0,31.333333333333332,5.329166666666667,1011.3125,1.3625,0.0,-12.995833333333332,2013-03-03
2013,3,3,Dingling,43.833333333333336,65.33333333333333,19.833333333333332,41.291666666666664,825.0,41.0,5.329166666666667,1011.3125,1.3625,0.0,-12.995833333333332,2013-03-03
2013,3,3,Dongsi,98.33333333333333,131.58333333333334,58.291666666666664,93.45833333333333,2132.875,20.333333333333332,4.9875,1016.4583333333334,1.2249999999999999,0.0,-12.3125,2013-03-03
2013,3,3,Guanyuan,81.5,119.08333333333333,69.20833333333333,96.45833333333333,1966.4583333333333,16.5,5.566666666666666,1014.6083333333332,1.6583333333333332,0.0,-12.316666666666668,2013-03-03
2013,3,3,Gucheng,80.33333333333333,120.04166666666667,47.541666666666664,64.29166666666667,2349.7083333333335,33.708333333333336,6.5625,1012.5666666666666,1.4000000000000001,0.0,-11.991666666666667,2013-03-03
2013,3,3,Huairou,57.625,80.75,38.291666666666664,47.25,945.8333333333334,27.833333333333332,3.9125,1011.3874999999999,1.7708333333333333,0.0,-12.475,2013-03-03
2013,3,3,Nongzhanguan,104.75,135.5,63.708333333333336,105.66666666666667,2308.0,18.583333333333332,4.9875,1016.4583333333334,1.2249999999999999,0.0,-12.3125,2013-03-03
2013,3,3,Shunyi,76.5,95.20833333333333,30.875,65.29166666666667,1749.9166666666667,24.541666666666668,5.029166666666667,1017.0375,1.625,0.0,-11.779166666666667,2013-03-03
2013,3,3,Tiantan,98.04166666666667,121.33333333333333,55.625,82.95833333333333,2028.9583333333333,16.916666666666668,4.9875,1016.4583333333334,1.2249999999999999,0.0,-12.3125,2013-03-03
2013,3,3,Wanliu,80.125,130.75,50.208333333333336,86.95833333333333,2074.5833333333335,12.083333333333334,5.566666666666666,1014.6083333333332,1.6583333333333332,0.0,-12.316666666666668,2013-03-03
2013,3,3,Wanshouxigong,96.0,130.45833333333334,58.708333333333336,88.41666666666667,2004.0,11.5,5.2625,1013.7666666666668,1.3875,0.0,-11.779166666666667,2013-03-03
2013,3,4,Aotizhongxin,22.708333333333332,44.583333333333336,23.541666666666668,45.5,604.1666666666666,53.75,9.9625,1017.65,2.4041666666666663,0.0,-11.683333333333332,2013-03-04
2013,3,4,Changping,20.791666666666668,36.166666666666664,22.375,30.25,583.3333333333334,66.45833333333333,9.237499999999999,1014.4041666666667,2.3833333333333333,0.0,-13.466666666666667,2013-03-04
2013,3,4,Dingling,17.541666666666668,27.875,9.166666666666666,13.375,400.0,76.91666666666667,9.237499999999999,1014.4041666666667,2.3833333333333333,0.0,-13.466666666666667,2013-03-04
2013,3,4,Dongsi,24.291666666666668,40.875,16.5118,47.671641666666666,870.8333333333334,62.291666666666664,10.5625,1019.4541666666668,2.504166666666667,0.0,-14.0,2013-03-04
2013,3,4,Guanyuan,18.25,41.958333333333336,20.208333333333332,51.333333333333336,625.0,54.5,9.9625,1017.65,2.4041666666666663,0.0,-11.683333333333332,2013-03-04
2013,3,4,Gucheng,26.5,51.291666666666664,18.666666666666668,19.333333333333332,1170.6666666666667,67.25,9.795833333333333,1015.6083333333332,1.5416666666666667,0.0,-11.945833333333333,2013-03-04
2013,3,4,Huairou,20.75,45.875,25.708333333333332,35.125,524.9583333333334,55.916666666666664,7.108333333333333,1014.4875000000001,1.8875,0.0,-13.1,2013-03-04
2013,3,4,Nongzhanguan,22.875,35.083333333333336,14.666666666666666,49.541666666666664,674.9583333333334,62.458333333333336,10.5625,1019.4541666666668,2.504166666666667,0.0,-14.0,2013-03-04
2013,3,4,Shunyi,19.833333333333332,31.916666666666668,13.083333333333334,43.291666666666664,791.5833333333334,55.125,8.9375,1020.1166666666667,2.091666666666667,0.0,-12.4375,2013-03-04
2013,3,4,Tiantan,22.333333333333332,37.583333333333336,16.583333333333332,42.041666666666664,895.7916666666666,53.125,10.5625,1019.4541666666668,2.504166666666667,0.0,-14.0,2013-03-04
2013,3,4,Wanliu,22.875,52.375,27.083333333333332,66.83333333333333,829.0833333333334,31.75,9.9625,1017.65,2.4041666666666663,0.0,-11.683333333333332,2013-03-04
2013,3,4,Wanshouxigong,23.125,38.666666666666664,18.916666666666668,43.666666666666664,754.0416666666666,42.458333333333336,9.4375,1016.8249999999999,1.7125000000000001,0.0,-11.8125,2013-03-04
2013,3,5,Aotizhongxin,148.875,183.79166666666666,93.875,132.83333333333334,2357.9583333333335,68.45833333333333,6.291666666666667,1010.9,1.1291666666666667,0.0,-7.5249999999999995,2013-03-05
