year,month,day,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,WSPM,RAIN,DEWP,date
2013,3,1,7.326388888888889,12.20486111111111,9.180555555555555,22.322916666666668,404.8611111111111,68.23611111111111,1.1739583333333334,1026.5697916666666,2.917708333333333,0.0,-20.148611111111112,2013-03-01
2013,3,2,31.475694444444443,40.49652777777778,31.77523888888889,56.210012847222224,940.2361111111111,32.580279166666664,0.2604166666666667,1026.552777777778,1.145138888888889,0.0,-16.271875,2013-03-02
2013,3,3,79.29166666666667,111.10416666666667,49.28819444444444,75.98611111111111,1771.6631944444443,22.788194444444443,5.257291666666666,1014.2152777777778,1.4631944444444445,0.0,-12.325347222222222,2013-03-03
2013,3,4,21.822916666666668,40.354166666666664,18.875983333333334,40.663609027777774,727.0347222222222,56.833333333333336,9.61076388888889,1017.2631944444444,2.2270833333333333,0.0,-12.773263888888888,2013-03-04
2013,3,5,126.21527777777777,159.23611111111111,70.94791666666667,102.31944444444444,2020.9097222222222,79.52777777777777,6.6305555555555555,1010.5513888888888,0.9920138888888889,0.0,-7.9163194444444445,2013-03-05
2013,3,6,203.78819444444446,231.38888888888889,100.44608055555555,126.593415625,2821.8854166666665,45.60069444444444,7.293055555555556,1007.1465277777778,1.0725694444444445,0.0,-4.805208333333334,2013-03-06
2013,3,7,241.02083333333334,279.46180555555554,83.73958333333333,140.38541666666666,3762.8541666666665,48.1875,9.114236111111111,1001.9756944444445,1.2364583333333334,0.0,-2.632986111111111,2013-03-07
2013,3,8,202.12847222222223,248.19097222222223,59.806441666666665,113.54603263888889,3066.7708333333335,92.11458333333333,10.046875,999.1065972222223,1.8093750000000002,0.0,-2.0465277777777775,2013-03-08
2013,3,9,60.77777777777778,250.53819444444446,30.866058333333335,44.12684027777778,1148.142361111111,90.17361111111111,7.071875,1004.0555555555555,3.558680555555556,0.0,-11.176041666666666,2013-03-09
2013,3,10,37.89930555555556,82.97916666666667,22.822916666666668,46.854166666666664,774.6354166666666,85.96875,5.686458333333333,1020.1572916666667,2.254861111111111,0.0,-14.454513888888888,2013-03-10
2013,3,11,122.84375,160.10763888888889,84.35763888888889,83.01388888888889,1621.3055555555557,79.98611111111111,5.981944444444444,1013.3656249999999,1.4118055555555555,0.0,-7.462847222222223,2013-03-11
2013,3,12,126.29513888888889,123.78472222222223,30.57638888888889,80.41319444444444,1760.8854166666667,39.829861111111114,4.9586805555555555,1008.5673611111112,1.1847222222222222,0.14895833333333333,0.6204861111111112,2013-03-12
2013,3,13,17.20138888888889,21.274305555555557,13.243055555555555,34.5625,506.94097222222223,73.80555555555556,4.431597222222222,1022.3104166666667,2.1600694444444444,0.0,-11.578125,2013-03-13
2013,3,14,96.92361111111111,106.80902777777777,50.15625,72.97916666666667,1430.0347222222222,76.05208333333333,3.6746527777777778,1021.173263888889,1.7319444444444445,0.0,-4.409375000000001,2013-03-14
2013,3,15,205.02083333333334,223.27430555555554,68.0625,103.89930555555556,2184.0763888888887,53.30555555555556,5.8375,1014.1614583333334,1.1090277777777777,0.0,-1.4989583333333334,2013-03-15
2013,3,16,238.13194444444446,234.29513888888889,64.65972222222223,94.98958333333333,2333.0451388888887,80.57986111111111,9.349305555555555,1016.4364583333333,1.6520833333333333,0.0,0.08750000000000001,2013-03-16
2013,3,17,284.1875,290.5625,68.02083333333333,113.24305555555556,2561.4826388888887,101.80208333333333,9.702083333333333,1001.610763888889,1.1107638888888889,0.0,2.3812499999999996,2013-03-17
2013,3,18,69.46875,98.0625,13.739583333333334,39.18055555555556,938.4965277777778,89.15172916666667,8.2625,1000.8982638888889,3.6121527777777778,0.0010416666666666669,-10.370138888888889,2013-03-18
2013,3,19,36.517361111111114,36.75,9.072916666666666,41.267361111111114,829.1631944444445,30.121753472222224,1.8600694444444446,1008.6409722222221,1.8354166666666667,0.3079861111111111,-1.4972222222222222,2013-03-19
2013,3,20,46.833333333333336,43.90277777777778,10.895833333333334,38.232638888888886,902.4166666666666,42.34893541666666,1.4909722222222224,1016.8503472222224,1.7961805555555554,0.27881944444444445,-3.7274305555555554,2013-03-20
2013,3,21,134.32638888888889,142.86111111111111,23.78125,72.45833333333333,1367.1875,23.25,3.782638888888889,1004.6003472222224,1.4625,0.0,-2.323611111111111,2013-03-21
2013,3,22,76.07638888888889,117.13888888888889,21.493055555555557,51.88194444444444,865.9513888888889,52.954861111111114,6.462847222222222,1011.2819444444444,2.4364583333333334,0.0,-6.2131944444444445,2013-03-22
2013,3,23,50.270833333333336,77.21527777777777,25.805555555555557,48.854166666666664,1079.4166666666667,36.19666319444444,4.540277777777778,1008.3097222222223,2.6538194444444443,0.0,-7.322916666666667,2013-03-23
2013,3,24,17.12152777777778,29.92361111111111,9.190972222222221,29.29861111111111,454.5138888888889,64.64551597222221,4.777430555555556,1015.9409722222222,2.224652777777778,0.0,-14.228124999999999,2013-03-24
2013,3,25,98.06597222222223,126.0,40.00883611111111,69.60006076388889,991.9513888888889,35.894678472222225,5.042013888888889,1015.0177083333333,1.71875,0.0,-6.852083333333334,2013-03-25
2013,3,26,179.17708333333334,215.23958333333334,57.05902777777778,82.67708333333333,1697.6770833333333,22.53735138888889,7.195833333333334,1007.2197916666667,1.463888888888889,0.0,-1.917013888888889,2013-03-26
2013,3,27,93.57291666666667,119.26041666666667,17.006944444444443,41.78819444444444,991.9444444444445,49.79724097222223,10.803472222222222,1004.8031249999999,2.7666666666666666,0.0,-5.216319444444444,2013-03-27
2013,3,28,24.006944444444443,44.50347222222222,7.7051750000000006,32.59492465277778,524.2986111111111,71.76946458333333,7.90625,1015.0590277777778,2.1840277777777777,0.0,-12.497222222222222,2013-03-28
2013,3,29,73.29861111111111,111.50520833333333,31.155944444444444,65.09511909722222,1341.142361111111,39.85927361111111,5.952083333333333,1015.9052083333333,1.806597222222222,0.0,-6.933680555555556,2013-03-29
2013,3,30,77.66319444444444,105.86458333333333,52.704861111111114,55.00347222222222,1602.21875,52.42918958333333,6.232986111111111,1016.4288194444445,1.9388888888888889,0.0,-3.8208333333333337,2013-03-30
2013,3,31,166.26041666666666,183.63541666666666,19.270833333333332,63.888888888888886,1351.5555555555557,11.98611111111111,5.369097222222222,1012.779861111111,1.5413194444444445,0.0,2.185763888888889,2013-03-31
2013,4,1,104.19097222222223,122.36111111111111,24.341247222222222,45.08963472222222,1375.9027777777778,52.17936111111111,10.494444444444445,1011.2715277777778,2.9010416666666665,0.0,-4.939236111111111,2013-04-01
2013,4,2,93.25694444444444,125.48611111111111,33.201388888888886,58.90277777777778,1255.4027777777778,64.94047222222223,10.35625,1010.9878472222222,1.7579861111111112,0.0,-3.673263888888889,2013-04-02
2013,4,3,121.89236111111111,190.81944444444446,38.71527777777778,73.18055555555556,1457.0972222222222,62.72591666666666,11.825694444444444,1006.2916666666666,2.0170138888888887,0.0,-1.3177083333333333,2013-04-03
2013,4,4,63.614583333333336,93.87152777777777,44.579861111111114,67.93055555555556,1993.4722222222222,32.030443749999996,7.885416666666667,1008.6628472222224,1.4788194444444445,0.3298611111111111,-0.6812499999999999,2013-04-04
2013,4,5,56.545138888888886,48.81597222222222,10.618055555555555,37.017361111111114,1164.7604166666667,45.065441666666665,8.595833333333333,1012.6833333333333,2.7003472222222222,0.08090277777777778,-1.4604166666666667,2013-04-05
2013,4,6,12.274305555555555,22.270833333333332,6.232638888888889,26.59027777777778,453.46875,64.16702638888889,8.65486111111111,1010.4045138888889,2.027083333333333,0.0,-8.917708333333334,2013-04-06
